rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,policy_lane,diff_readiness_status,projected_refresh_date,state_observation_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,human_review_required_count,no_change_expected_count,stale_by_refresh_count,auto_classifiable_transition_count,fresh_observation_required_count,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,evidence_json
training_transition_plan_rollup_ca167c2c711e01147bbc,program_role,Clinical Microbiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Clinical Microbiology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_8a8766745ef6d8ea5c8e,program_role,Colon and Rectal Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Colon and Rectal Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_fc937306c7a51a176bd2,program_role,Combined Internal Medicine-Dermatology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Combined Internal Medicine-Dermatology Residency,US_GME_RESIDENCY_4Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,7,5,1,6,1,0,0,0,7,7,7,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 7}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 7}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 6, ""deterministic_expected_completion"": 1}, ""role_counts"": {""resident"": 7}, ""trainee_category_counts"": {""resident"": 7}}"
training_transition_plan_rollup_b7327ae1afcc15f9aacf,program_role,Craniofacial Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Craniofacial Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_14cf7b8d248a6239f68c,program_role,Cytopathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cytopathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_6a153b4623ef24dba750,program_role,Diagnostic Radiology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Diagnostic Radiology Residency,US_GME_RESIDENCY_5Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,54,54,1,0,0,54,0,0,54,0,54,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 54}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 54}, ""policy_lane_counts"": {""source_refresh_required"": 54}, ""role_counts"": {""resident"": 54}, ""trainee_category_counts"": {""resident"": 54}}"
training_transition_plan_rollup_c9672cff52f609eba79f,program_role,"Endocrinology, Diabetes and Metabolism Fellowship::fellow",University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,"Endocrinology, Diabetes and Metabolism Fellowship",none,carry_forward_no_change,diff_no_change_expected,2027-08-15,21,21,1,4,4,0,0,13,8,8,8,carry_forward_no_change,diff_no_change_expected,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 8, ""diff_no_change_expected"": 13}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 8, ""none"": 13}, ""policy_lane_counts"": {""carry_forward_no_change"": 13, ""deterministic_expected_advancement"": 4, ""deterministic_expected_completion"": 4}, ""role_counts"": {""fellow"": 21}, ""trainee_category_counts"": {""fellow"": 21}}"
training_transition_plan_rollup_ec1e91aceb5948efba82,program_role,Facial Plastic and Reconstructive Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Facial Plastic and Reconstructive Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_bccbbf1ca24995c83e7a,program_role,Family Medicine Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Family Medicine Residency,US_GME_RESIDENCY_3Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,35,35,1,23,12,0,0,0,35,35,35,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 35}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_3Y"": 35}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 23, ""deterministic_expected_completion"": 12}, ""role_counts"": {""resident"": 35}, ""trainee_category_counts"": {""resident"": 35}}"
training_transition_plan_rollup_b3638ca6ffad1fe6cc0f,program_role,Foot and Ankle Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Foot and Ankle Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_06c74f73b5d71c05a596,program_role,GI/Hepatic Pathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,GI/Hepatic Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_caa6b5e9530a092678a2,program_role,Gastroenterology and Hepatology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Gastroenterology and Hepatology Fellowship,US_GME_FELLOWSHIP_3Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,23,23,1,16,7,0,0,0,23,23,23,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 23}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 23}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 7}, ""role_counts"": {""fellow"": 23}, ""trainee_category_counts"": {""fellow"": 23}}"
training_transition_plan_rollup_0836f4c2a3f8bbd17e5f,program_role,General Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,General Surgery Residency,US_GME_RESIDENCY_5Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,75,75,1,36,13,26,0,0,75,49,75,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 49, ""diff_source_refresh_bound"": 26}, ""lifecycle_code_counts"": {""US_GME_PRELIMINARY_1Y"": 13, ""US_GME_RESIDENCY_5Y"": 62}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 36, ""deterministic_expected_completion"": 13, ""source_refresh_required"": 26}, ""role_counts"": {""resident"": 75}, ""trainee_category_counts"": {""resident"": 75}}"
training_transition_plan_rollup_71adf967a679060bb7f6,program_role,Geriatric Medicine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Geriatric Medicine Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,3,3,1,0,0,2,1,0,3,0,3,source_refresh_required,diff_source_refresh_bound,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_review_bound"": 1, ""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 3}, ""policy_lane_counts"": {""manual_review_required"": 1, ""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 3}, ""trainee_category_counts"": {""fellow"": 3}}"
training_transition_plan_rollup_68b900b3b35012af90c5,program_role,Gynecologic Oncology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Gynecologic Oncology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,6,6,1,0,0,6,0,0,6,0,6,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 6}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 6}, ""policy_lane_counts"": {""source_refresh_required"": 6}, ""role_counts"": {""fellow"": 6}, ""trainee_category_counts"": {""fellow"": 6}}"
training_transition_plan_rollup_c8dd08d37797ed3c8831,program_role,Hand Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hand Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_4ee712fb160ec2586ba9,program_role,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship::fellow",University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship",US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_3e1af2e05ea752858465,program_role,Hematology/Oncology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hematology/Oncology Fellowship,US_GME_FELLOWSHIP_3Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,32,32,1,18,9,5,0,0,32,27,32,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 27, ""diff_source_refresh_bound"": 5}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 32}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 18, ""deterministic_expected_completion"": 9, ""source_refresh_required"": 5}, ""role_counts"": {""fellow"": 32}, ""trainee_category_counts"": {""fellow"": 32}}"
training_transition_plan_rollup_737c7520b72c779492a5,program_role,Hematopathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hematopathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,4,4,1,0,0,4,0,0,4,0,4,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""role_counts"": {""fellow"": 4}, ""trainee_category_counts"": {""fellow"": 4}}"
training_transition_plan_rollup_961dacfd206945a7a1d4,program_role,Hospice and Palliative Medicine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hospice and Palliative Medicine Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,5,5,1,0,0,5,0,0,5,0,5,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 5}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 5}, ""policy_lane_counts"": {""source_refresh_required"": 5}, ""role_counts"": {""fellow"": 5}, ""trainee_category_counts"": {""fellow"": 5}}"
training_transition_plan_rollup_f384560b049e8a82fadb,program_role,Infectious Diseases Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Infectious Diseases Fellowship,US_GME_FELLOWSHIP_2Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,17,15,1,6,6,3,2,0,17,12,17,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 12, ""diff_review_bound"": 2, ""diff_source_refresh_bound"": 3}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 17}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 6, ""deterministic_expected_completion"": 6, ""manual_review_required"": 2, ""source_refresh_required"": 3}, ""role_counts"": {""fellow"": 17}, ""trainee_category_counts"": {""fellow"": 17}}"
